video_id,segment,start,end,opensmile,covarep,facet,embeddings,phonemes,words,openface
_dI--eQ6qVU,10,87.15442177,91.8138322,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_10.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_10.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_10.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_10.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_10.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_10.txt
_dI--eQ6qVU,11,91.8138322,100.7734694,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_11.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_11.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_11.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_11.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_11.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_11.txt
_dI--eQ6qVU,12,100.7734694,102.5693878,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_12.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_12.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_12.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_12.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_12.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_12.txt
_dI--eQ6qVU,13,102.5693878,107.1489796,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_13.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_13.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_13.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_13.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_13.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_13.txt
_dI--eQ6qVU,14,106.8795918,110.0623583,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_14.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_14.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_14.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_14.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_14.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_14.txt
_dI--eQ6qVU,15,110.0623583,116.0487528,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_15.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_15.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_15.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_15.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_15.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_15.txt
_dI--eQ6qVU,16,116.0487528,121.8356009,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_16.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_16.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_16.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_16.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_16.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_16.txt
_dI--eQ6qVU,17,121.8356009,124.7190476,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_17.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_17.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_17.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_17.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_17.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_17.txt
_dI--eQ6qVU,18,124.7190476,127.3031746,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_18.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_18.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_18.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_18.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_18.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_18.txt
_dI--eQ6qVU,19,127.3031746,129.2587302,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_19.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_19.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_19.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_19.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_19.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_19.txt
_dI--eQ6qVU,20,129.2587302,130.7852608,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_20.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_20.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_20.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_20.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_20.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_20.txt
_dI--eQ6qVU,21,130.7852608,132.3417234,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_21.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_21.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_21.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_21.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_21.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_21.txt
_dI--eQ6qVU,22,132.3417234,133.469161,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_22.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_22.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_22.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_22.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_22.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_22.txt
_dI--eQ6qVU,23,141.6006803,143.3566893,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_23.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_23.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_23.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_23.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_23.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_23.txt
_dI--eQ6qVU,24,143.3566893,144.9730159,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_24.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_24.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_24.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_24.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_24.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_24.txt
_dI--eQ6qVU,25,144.9730159,145.9707483,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_25.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_25.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_25.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_25.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_25.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_25.txt
_dI--eQ6qVU,26,145.9707483,150.7997732,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_26.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_26.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_26.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_26.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_26.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_26.txt
_dI--eQ6qVU,27,154.5712018,159.4002268,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_27.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_27.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_27.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_27.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_27.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_27.txt
_dI--eQ6qVU,28,159.4002268,163.0818594,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/_dI--eQ6qVU_28.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/_dI--eQ6qVU_28.mat,../datasets/MOSI/processed/Video/FACET/Full/_dI--eQ6qVU.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/_dI--eQ6qVU_28.csv,../datasets/MOSI/processed/Transcript/phonemes/_dI--eQ6qVU_28.csv,../datasets/MOSI/processed/Transcript/words/_dI--eQ6qVU_28.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/_dI--eQ6qVU_28.txt
0h-zjBukYpk,1,35.32222222,37.72675737,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_1.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_1.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_1.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_1.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_1.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_1.txt
0h-zjBukYpk,2,44.95034014,57.19251701,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_2.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_2.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_2.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_2.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_2.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_2.txt
0h-zjBukYpk,3,57.19251701,59.91632653,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_3.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_3.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_3.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_3.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_3.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_3.txt
0h-zjBukYpk,4,59.91632653,65.56349206,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_4.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_4.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_4.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_4.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_4.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_4.txt
0h-zjBukYpk,5,65.56349206,75.23151927,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_5.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_5.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_5.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_5.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_5.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_5.txt
0h-zjBukYpk,6,75.23151927,83.70226757,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_6.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_6.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_6.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_6.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_6.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_6.txt
0h-zjBukYpk,7,83.45283447,87.92267574,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_7.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_7.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_7.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_7.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_7.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_7.txt
0h-zjBukYpk,8,87.92267574,91.54444444,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_8.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_8.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_8.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_8.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_8.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_8.txt
0h-zjBukYpk,9,91.54444444,93.71950113,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_9.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_9.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_9.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_9.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_9.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_9.txt
0h-zjBukYpk,10,93.71950113,96.33356009,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_10.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_10.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_10.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_10.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_10.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_10.txt
0h-zjBukYpk,11,96.33356009,98.16938776,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_11.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_11.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_11.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_11.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_11.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_11.txt
0h-zjBukYpk,12,98.16938776,99.09727891,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_12.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_12.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_12.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_12.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_12.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_12.txt
0h-zjBukYpk,13,99.09727891,100.6337868,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_13.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_13.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_13.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_13.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_13.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_13.txt
0h-zjBukYpk,14,113.7240363,121.2070295,../datasets/MOSI/processed/Audio/OpenSmile/Segmented/emobase2010/0h-zjBukYpk_14.arff,../datasets/MOSI/processed/Audio/COVAREP/Segmented/0h-zjBukYpk_14.mat,../datasets/MOSI/processed/Video/FACET/Full/0h-zjBukYpk.FACET_out.csv,../datasets/MOSI/processed/Transcript/embeddings/0h-zjBukYpk_14.csv,../datasets/MOSI/processed/Transcript/phonemes/0h-zjBukYpk_14.csv,../datasets/MOSI/processed/Transcript/words/0h-zjBukYpk_14.csv,../datasets/MOSI/processed/Video/OpenFace/Segmented/0h-zjBukYpk_14.txt
