video_id,segment,start,end,covarep,opensmile,facet,phonemes,words,openface
101635,1,0.0,81.181000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/101635.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/101635.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/101635.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/101635_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/101635_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/101635.csv
101708,1,0.0,86.112000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/101708.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/101708.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/101708.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/101708_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/101708_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/101708.csv
101733,1,0.0,85.376000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/101733.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/101733.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/101733.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/101733_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/101733_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/101733.csv
101747,1,0.0,78.176000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/101747.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/101747.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/101747.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/101747_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/101747_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/101747.csv
101787,1,0.0,73.654000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/101787.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/101787.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/101787.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/101787_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/101787_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/101787.csv
101851,1,0.0,123.716000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/101851.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/101851.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/101851.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/101851_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/101851_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/101851.csv
101880,1,0.0,151.557000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/101880.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/101880.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/101880.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/101880_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/101880_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/101880.csv
102168,1,0.0,98.778000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/102168.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/102168.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/102168.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/102168_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/102168_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/102168.csv
102184,1,0.0,107.072000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/102184.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/102184.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/102184.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/102184_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/102184_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/102184.csv
10219,1,0.0,83.968000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/10219.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/10219.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/10219.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/10219_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/10219_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/10219.csv
102213,1,0.0,90.558000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/102213.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/102213.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/102213.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/102213_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/102213_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/102213.csv
10223,1,0.0,92.032000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/10223.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/10223.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/10223.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/10223_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/10223_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/10223.csv
102389,1,0.0,69.248000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/102389.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/102389.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/102389.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/102389_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/102389_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/102389.csv
102408,1,0.0,64.896000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/102408.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/102408.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/102408.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/102408_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/102408_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/102408.csv
102424,1,0.0,90.047000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/102424.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/102424.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/102424.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/102424_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/102424_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/102424.csv
102534,1,0.0,141.341000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/102534.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/102534.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/102534.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/102534_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/102534_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/102534.csv
102858,1,0.0,125.481000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/102858.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/102858.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/102858.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/102858_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/102858_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/102858.csv
103114,1,0.0,122.262000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/103114.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/103114.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/103114.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/103114_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/103114_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/103114.csv
103311,1,0.0,73.856000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/103311.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/103311.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/103311.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/103311_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/103311_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/103311.csv
10397,1,0.0,114.048000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/10397.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/10397.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/10397.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/10397_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/10397_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/10397.csv
104739,1,0.0,113.918000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/104739.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/104739.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/104739.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/104739_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/104739_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/104739.csv
104741,1,0.0,70.624000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/104741.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/104741.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/104741.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/104741_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/104741_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/104741.csv
105507,1,0.0,77.696000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/105507.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/105507.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/105507.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/105507_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/105507_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/105507.csv
105537,1,0.0,63.368000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/105537.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/105537.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/105537.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/105537_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/105537_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/105537.csv
105553,1,0.0,63.437000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/105553.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/105553.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/105553.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/105553_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/105553_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/105553.csv
105906,1,0.0,85.171000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/105906.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/105906.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/105906.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/105906_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/105906_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/105906.csv
105963,1,0.0,96.874000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/105963.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/105963.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/105963.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/105963_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/105963_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/105963.csv
106037,1,0.0,84.256000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/106037.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/106037.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/106037.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/106037_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/106037_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/106037.csv
106077,1,0.0,84.660000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/106077.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/106077.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/106077.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/106077_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/106077_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/106077.csv
106514,1,0.0,111.665000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/106514.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/106514.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/106514.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/106514_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/106514_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/106514.csv
106941,1,0.0,82.455000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/106941.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/106941.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/106941.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/106941_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/106941_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/106941.csv
106973,1,0.0,81.990000,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/COVAREP/Full/106973.mat,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Audio/OpenSmile/Full/emobase2010/106973.arff,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/FACET/Full/106973.FACET_out.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Phonemes/Full/106973_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/Words/Full/106973_1.csv,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Video/OpenFace/Full/106973.csv
