video_id,segment,start,end,p2fa
101880,1,0,151.557,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/101880_aligned.json
102168,1,0,98.778,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/102168_aligned.json
102184,1,0,107.072,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/102184_aligned.json
10219,1,0,83.968,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/10219_aligned.json
102213,1,0,90.558,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/102213_aligned.json
10223,1,0,92.032,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/10223_aligned.json
102389,1,0,69.248,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/102389_aligned.json
102408,1,0,64.896,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/102408_aligned.json
102424,1,0,90.047,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/102424_aligned.json
102534,1,0,141.341,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/102534_aligned.json
102858,1,0,125.481,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/102858_aligned.json
103114,1,0,122.262,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/103114_aligned.json
103311,1,0,73.856,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/103311_aligned.json
10397,1,0,114.048,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/10397_aligned.json
104739,1,0,113.918,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/104739_aligned.json
104741,1,0,70.624,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/104741_aligned.json
105507,1,0,77.696,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/105507_aligned.json
105537,1,0,63.368,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/105537_aligned.json
105553,1,0,63.437,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/105553_aligned.json
105906,1,0,85.171,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/105906_aligned.json
105963,1,0,96.874,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/105963_aligned.json
106037,1,0,84.256,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/106037_aligned.json
106077,1,0,84.66,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/106077_aligned.json
106514,1,0,111.665,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/106514_aligned.json
106941,1,0,82.455,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/106941_aligned.json
106973,1,0,81.99,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/106973_aligned.json
107182,1,0,96.448,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/107182_aligned.json
107456,1,0,66.048,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/107456_aligned.json
107551,1,0,140.342,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/107551_aligned.json
107585,1,0,156.928,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/107585_aligned.json
108146,1,0,61.216,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/108146_aligned.json
108573,1,0,63.205,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/108573_aligned.json
108793,1,0,101.696,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/108793_aligned.json
109524,1,0,99.057,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/109524_aligned.json
109909,1,0,69.603,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/109909_aligned.json
110003,1,0,86.486,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110003_aligned.json
110203,1,0,77.044,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110203_aligned.json
110209,1,0,96.503,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110209_aligned.json
110543,1,0,68.8,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110543_aligned.json
110565,1,0,78.08,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110565_aligned.json
110690,1,0,89.522,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110690_aligned.json
110754,1,0,61.408,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110754_aligned.json
110766,1,0,69.056,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110766_aligned.json
110788,1,0,69.269,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110788_aligned.json
110794,1,0,60.384,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110794_aligned.json
110824,1,0,107.044,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110824_aligned.json
110983,1,0,60.28,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/110983_aligned.json
111104,1,0,106.719,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/111104_aligned.json
111363,1,0,66.944,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/111363_aligned.json
111734,1,0,84.428,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/111734_aligned.json
111881,1,0,87.68,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/111881_aligned.json
112029,1,0,104.955,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112029_aligned.json
112148,1,0,73.568,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112148_aligned.json
112169,1,0,116.472,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112169_aligned.json
112172,1,0,130.682,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112172_aligned.json
112223,1,0,67.733,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112223_aligned.json
112425,1,0,115.427,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112425_aligned.json
112433,1,0,91.905,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112433_aligned.json
112509,1,0,64.111,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112509_aligned.json
112604,1,0,73.561,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112604_aligned.json
112631,1,0,76.719,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112631_aligned.json
112674,1,0,67.617,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112674_aligned.json
112903,1,0,82.013,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/112903_aligned.json
113162,1,0,137.671,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/113162_aligned.json
113265,1,0,95.552,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/113265_aligned.json
113369,1,0,94.041,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/113369_aligned.json
113491,1,0,79.877,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/113491_aligned.json
114006,1,0,64.8,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/114006_aligned.json
114016,1,0,78.278,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/114016_aligned.json
114419,1,0,79.227,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/114419_aligned.json
114624,1,0,66.456,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/114624_aligned.json
114845,1,0,76.023,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/114845_aligned.json
114945,1,0,79.807,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/114945_aligned.json
115134,1,0,72.272,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/115134_aligned.json
116202,1,0,77.369,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/116202_aligned.json
116213,1,0,78.02,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/116213_aligned.json
116219,1,0,78.995,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/116219_aligned.json
116221,1,0,72.052,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/116221_aligned.json
116461,1,0,146.091,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/116461_aligned.json
116481,1,0,128.47,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/116481_aligned.json
11650,1,0,118.998,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/11650_aligned.json
118354,1,0,71.648,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/118354_aligned.json
118371,1,0,96.128,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/118371_aligned.json
118573,1,0,101.248,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/118573_aligned.json
118583,1,0,78.08,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/118583_aligned.json
118639,1,0,77.944,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/118639_aligned.json
119348,1,0,131.031,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/119348_aligned.json
119397,1,0,84.672,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/119397_aligned.json
120342,1,0,70.08,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/120342_aligned.json
120363,1,0,95.84,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/120363_aligned.json
121117,1,0,62.144,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/121117_aligned.json
121128,1,0,74.026,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/121128_aligned.json
121358,1,0,122.589,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/121358_aligned.json
121400,1,0,74.307,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/121400_aligned.json
121427,1,0,64.715,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/121427_aligned.json
121584,1,0,76.394,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/121584_aligned.json
121759,1,0,106.624,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/121759_aligned.json
122439,1,0,79.552,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/122439_aligned.json
122581,1,0,83.072,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/122581_aligned.json
122602,1,0,110.56,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/122602_aligned.json
122842,1,0,70.264,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/122842_aligned.json
123986,1,0,75.168,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/123986_aligned.json
124190,1,0,88.064,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/124190_aligned.json
125344,1,0,95.104,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125344_aligned.json
125676,1,0,90.558,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125676_aligned.json
125698,1,0,113.5,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125698_aligned.json
125708,1,0,98.918,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125708_aligned.json
125726,1,0,99.057,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125726_aligned.json
125730,1,0,105.791,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125730_aligned.json
125845,1,0,77.568,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125845_aligned.json
125868,1,0,63.043,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125868_aligned.json
125895,1,0,65.568,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/125895_aligned.json
126505,1,0,86.816,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/126505_aligned.json
126542,1,0,81.828,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/126542_aligned.json
126831,1,0,81.665,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/126831_aligned.json
126872,1,0,73.631,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/126872_aligned.json
127470,1,0,67.834,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/127470_aligned.json
127490,1,0,67.5,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/127490_aligned.json
127539,1,0,74.624,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/127539_aligned.json
127622,1,0,67.338,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/127622_aligned.json
127908,1,0,69.824,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/127908_aligned.json
128059,1,0,102.592,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/128059_aligned.json
12812,1,0,59.659,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/12812_aligned.json
128258,1,0,72.447,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/128258_aligned.json
128600,1,0,79.808,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/128600_aligned.json
128752,1,0,70.038,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/128752_aligned.json
128763,1,0,65.098,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/128763_aligned.json
128949,1,0,87.968,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/128949_aligned.json
129728,1,0,66.804,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/129728_aligned.json
129733,1,0,90.001,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/129733_aligned.json
130149,1,0,92.16,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/130149_aligned.json
130366,1,0,79.227,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/130366_aligned.json
130426,1,0,63.484,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/130426_aligned.json
130448,1,0,69.451,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/130448_aligned.json
130456,1,0,63.484,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/130456_aligned.json
130633,1,0,84.885,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/130633_aligned.json
131650,1,0,62.88,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/131650_aligned.json
131871,1,0,97.464,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/131871_aligned.json
131936,1,0,99.335,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/131936_aligned.json
132028,1,0,88.19,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/132028_aligned.json
132476,1,0,106.139,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/132476_aligned.json
132570,1,0,81.948,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/132570_aligned.json
133201,1,0,111.278,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/133201_aligned.json
133888,1,0,76.348,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/133888_aligned.json
134252,1,0,65.713,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/134252_aligned.json
134298,1,0,108.416,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/134298_aligned.json
135623,1,0,95.072,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/135623_aligned.json
135658,1,0,89.088,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/135658_aligned.json
136196,1,0,85.775,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/136196_aligned.json
136205,1,0,108.008,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/136205_aligned.json
136211,1,0,74.397,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/136211_aligned.json
136215,1,0,96.828,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/136215_aligned.json
136234,1,0,100.496,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/136234_aligned.json
136416,1,0,101.968,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/136416_aligned.json
136647,1,0,68.448,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/136647_aligned.json
137455,1,0,76.443,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/137455_aligned.json
137827,1,0,81.28,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/137827_aligned.json
137920,1,0,64.896,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/137920_aligned.json
139006,1,0,266.272,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/139006_aligned.json
139032,1,0,169.728,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/139032_aligned.json
140293,1,0,76.255,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/140293_aligned.json
140315,1,0,68.174,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/140315_aligned.json
140317,1,0,70.682,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/140317_aligned.json
15138,1,0,66.166,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/15138_aligned.json
154449,1,0,77.444,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/154449_aligned.json
15837,1,0,61.696,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/15837_aligned.json
158832,1,0,70.737,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/158832_aligned.json
158855,1,0,67.467,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/158855_aligned.json
159031,1,0,78.554,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/159031_aligned.json
160225,1,0,82.408,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/160225_aligned.json
16145,1,0,72.32,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/16145_aligned.json
16530,1,0,69.985,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/16530_aligned.json
167521,1,0,69.8,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/167521_aligned.json
172044,1,0,61.528,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/172044_aligned.json
172048,1,0,62.24,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/172048_aligned.json
172050,1,0,61.856,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/172050_aligned.json
172060,1,0,61.888,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/172060_aligned.json
172075,1,0,62.028,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/172075_aligned.json
17622,1,0,78.02,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/17622_aligned.json
176266,1,0,88.992,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/176266_aligned.json
176541,1,0,78.391,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/176541_aligned.json
17769,1,0,67.896,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/17769_aligned.json
17811,1,0,69.66,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/17811_aligned.json
178163,1,0,94.528,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/178163_aligned.json
17874,1,0,61.888,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/17874_aligned.json
178941,1,0,77.184,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/178941_aligned.json
179797,1,0,75.558,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/179797_aligned.json
179875,1,0,150.884,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/179875_aligned.json
180923,1,0,91.952,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/180923_aligned.json
180971,1,0,71.1,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/180971_aligned.json
181504,1,0,119.258,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/181504_aligned.json
181978,1,0,155.296,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/181978_aligned.json
183364,1,0,104.448,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/183364_aligned.json
184784,1,0,63.623,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/184784_aligned.json
186631,1,0,107.323,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/186631_aligned.json
186643,1,0,100.032,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/186643_aligned.json
187033,1,0,93.02,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/187033_aligned.json
187566,1,0,93.088,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/187566_aligned.json
187775,1,0,91.563,/media/bighdd4/Prateek/datasets/aligned_dataset/POM/Features/Transcript/P2FA/Full/187775_aligned.json
